NUTS1;NUTS2;SEX;GIVEN_NAME;NUMBER;REF_YEAR
AT3;AT33;2;MONA;8;2012
AT3;AT33;2;NADINE;8;2012
AT3;AT33;2;NISA;8;2012
AT3;AT33;2;RONJA;8;2012
AT3;AT33;2;VIKTORIA;8;2012
AT3;AT33;2;CARINA;7;2012
AT3;AT33;2;DIANA;7;2012
AT3;AT33;2;FLORENTINA;7;2012
AT3;AT33;2;HEIDI;7;2012
AT3;AT33;2;MADLEN;7;2012
AT3;AT33;2;MARLENE;7;2012
AT3;AT33;2;ZEYNEP;7;2012
AT3;AT33;2;Z\DCMRA;7;2012
AT3;AT33;2;CELINA;6;2012
AT3;AT33;2;CELINE;6;2012
AT3;AT33;2;ECRIN;6;2012
AT3;AT33;2;ELA;6;2012
AT3;AT33;2;EMELIE;6;2012
AT3;AT33;2;ESILA;6;2012
AT3;AT33;2;GLORIA;6;2012
AT3;AT33;2;ISABELL;6;2012
AT3;AT33;2;MARINA;6;2012
AT3;AT33;2;MELANIE;6;2012
AT3;AT33;1;MAXIMILIAN;90;2011
AT3;AT33;1;DAVID;89;2011
AT3;AT33;1;ELIAS;89;2011
AT3;AT33;1;JAKOB;85;2011
AT3;AT33;1;SIMON;85;2011
AT3;AT33;1;LUKAS;77;2011
AT3;AT33;1;TOBIAS;71;2011
AT3;AT33;1;FELIX;70;2011
AT3;AT33;1;PAUL;64;2011
AT3;AT33;1;FABIAN;59;2011
AT3;AT33;1;ALEXANDER;57;2011
AT3;AT33;1;JONAS;56;2011
AT3;AT33;1;JULIAN;54;2011
AT3;AT33;1;MATTHIAS;54;2011
AT3;AT33;1;FLORIAN;53;2011
AT3;AT33;1;PHILIPP;53;2011
AT3;AT33;1;LEON;51;2011
AT3;AT33;1;RAPHAEL;51;2011
AT3;AT33;1;SAMUEL;50;2011
AT3;AT33;1;DANIEL;49;2011
AT3;AT33;1;LEO;49;2011
AT3;AT33;1;MATTEO;47;2011
AT3;AT33;1;ANDREAS;40;2011
AT3;AT33;1;LUIS;37;2011
AT3;AT33;1;GABRIEL;36;2011
AT3;AT33;1;MORITZ;36;2011
AT3;AT33;1;NOAH;36;2011
AT3;AT33;1;SEBASTIAN;36;2011
AT3;AT33;1;JOHANNES;35;2011
AT3;AT33;1;LUCA;35;2011
AT3;AT33;1;MANUEL;35;2011
AT3;AT33;1;BENJAMIN;33;2011
AT3;AT33;1;LORENZ;33;2011
AT3;AT33;1;THOMAS;33;2011
AT3;AT33;1;DOMINIK;29;2011
AT3;AT33;1;MICHAEL;29;2011
AT3;AT33;1;VALENTIN;29;2011
AT3;AT33;1;FABIO;28;2011
AT3;AT33;1;NIKLAS;23;2011
AT3;AT33;1;MARCO;20;2011
AT3;AT33;1;ADRIAN;19;2011
AT3;AT33;1;CHRISTOPH;19;2011
AT3;AT33;1;MARTIN;19;2011
AT3;AT33;1;ANTON;18;2011
AT3;AT33;1;KILIAN;18;2011
AT3;AT33;1;PATRICK;18;2011
AT3;AT33;1;SANDRO;18;2011
AT3;AT33;1;JONATHAN;16;2011
AT3;AT33;1;JOSEF;16;2011
AT3;AT33;1;BEN;15;2011
AT3;AT33;1;CLEMENS;15;2011
AT3;AT33;1;MARCEL;15;2011
AT3;AT33;1;MAX;15;2011
AT3;AT33;1;NICO;15;2011
AT3;AT33;1;STEFAN;15;2011
AT3;AT33;1;LAURIN;14;2011
AT3;AT33;1;PETER;13;2011
AT3;AT33;1;AARON;12;2011
AT3;AT33;1;ALI;12;2011
AT3;AT33;1;YUSUF;12;2011
AT3;AT33;1;EMIL;11;2011
AT3;AT33;1;EMIR;11;2011
AT3;AT33;1;MEHMET;11;2011
AT3;AT33;1;RENE;11;2011
AT3;AT33;1;VINCENT;11;2011
AT3;AT33;1;FINN;10;2011
AT3;AT33;1;GEORG;10;2011
AT3;AT33;1;HANNES;9;2011
AT3;AT33;1;MARIO;9;2011
AT3;AT33;1;NOEL;9;2011
AT3;AT33;1;THEO;9;2011
AT3;AT33;1;ANDRE;8;2011
AT3;AT33;1;EMANUEL;8;2011
AT3;AT33;1;EMILIO;8;2011
AT3;AT33;1;MUHAMMED;8;2011
AT3;AT33;1;ROMAN;8;2011
AT3;AT33;1;TIM;8;2011
AT3;AT33;1;ARAS;7;2011
AT3;AT33;1;DARIO;7;2011
AT3;AT33;1;ELIAH;7;2011
AT3;AT33;1;EREN;7;2011
AT3;AT33;1;JOEL;7;2011
AT3;AT33;1;LIAM;7;2011
AT3;AT33;1;MARIUS;7;2011
AT3;AT33;1;NEVIO;7;2011
AT3;AT33;1;\D6MER;7;2011
AT3;AT33;1;CHRISTIAN;6;2011
AT3;AT33;1;DENIZ;6;2011
AT3;AT33;1;EFE;6;2011
AT3;AT33;1;LEONHARD;6;2011
AT3;AT33;1;LEVI;6;2011
AT3;AT33;1;LINUS;6;2011
AT3;AT33;1;MARKUS;6;2011
AT3;AT33;1;AHMET;5;2011
AT3;AT33;1;BENEDIKT;5;2011
AT3;AT33;1;ERAY;5;2011
AT3;AT33;1;FRANZ;5;2011
AT3;AT33;1;JAMIE;5;2011
AT3;AT33;1;JAN;5;2011
AT3;AT33;1;JUSTIN;5;2011
AT3;AT33;2;SARAH;84;2011
AT3;AT33;2;EMMA;79;2011
AT3;AT33;2;ANNA;76;2011
AT3;AT33;2;SOPHIA;74;2011
AT3;AT33;2;LEONIE;67;2011
AT3;AT33;2;LAURA;64;2011
AT3;AT33;2;JULIA;61;2011
AT3;AT33;2;HANNAH;60;2011
AT3;AT33;2;LENA;60;2011
AT3;AT33;2;LEA;53;2011
AT3;AT33;2;VALENTINA;53;2011
AT3;AT33;2;MARIE;52;2011
AT3;AT33;2;JOHANNA;46;2011
AT3;AT33;2;LARA;44;2011
AT3;AT33;2;MIA;43;2011
AT3;AT33;2;MAGDALENA;38;2011
AT3;AT33;2;LISA;37;2011
AT3;AT33;2;SOPHIE;37;2011
AT3;AT33;2;ALINA;36;2011
AT3;AT33;2;ANNA-LENA;36;2011
AT3;AT33;2;EMILIA;36;2011
AT3;AT33;2;LINA;36;2011
AT3;AT33;2;AMELIE;35;2011
AT3;AT33;2;KATHARINA;34;2011
AT3;AT33;2;NINA;30;2011
AT3;AT33;2;THERESA;29;2011
AT3;AT33;2;VANESSA;27;2011
AT3;AT33;2;EMILY;26;2011
AT3;AT33;2;SELINA;26;2011
AT3;AT33;2;ELENA;24;2011
AT3;AT33;2;LORENA;24;2011
AT3;AT33;2;EVA;22;2011
AT3;AT33;2;LILLY;21;2011
AT3;AT33;2;ISABELLA;19;2011
AT3;AT33;2;MARIA;19;2011
AT3;AT33;2;PAULA;19;2011
AT3;AT33;2;CHIARA;18;2011
AT3;AT33;2;ELISA;18;2011
AT3;AT33;2;JANA;18;2011
AT3;AT33;2;LUISA;17;2011
AT3;AT33;2;HELENA;16;2011
AT3;AT33;2;LIA;16;2011
AT3;AT33;2;CARINA;15;2011
AT3;AT33;2;LENI;15;2011
AT3;AT33;2;MELINA;15;2011
AT3;AT33;2;PIA;15;2011
AT3;AT33;2;CLARA;14;2011
AT3;AT33;2;ELLA;14;2011
AT3;AT33;2;IDA;14;2011
AT3;AT33;2;JASMIN;14;2011
AT3;AT33;2;LARISSA;14;2011
AT3;AT33;2;LINDA;14;2011
AT3;AT33;2;LIVIA;14;2011
AT3;AT33;2;OLIVIA;14;2011
AT3;AT33;2;GRETA;13;2011
AT3;AT33;2;MONA;13;2011
AT3;AT33;2;NORA;13;2011
AT3;AT33;2;ANTONIA;12;2011
AT3;AT33;2;FLORA;12;2011
AT3;AT33;2;KLARA;12;2011
AT3;AT33;2;RONJA;12;2011
AT3;AT33;2;FRANZISKA;11;2011
AT3;AT33;2;MIRIAM;11;2011
AT3;AT33;2;VICTORIA;11;2011
AT3;AT33;2;ANGELINA;10;2011
AT3;AT33;2;AURELIA;10;2011
AT3;AT33;2;CELINA;10;2011
AT3;AT33;2;MAYA;10;2011
AT3;AT33;2;MELISSA;10;2011
AT3;AT33;2;STEFANIE;10;2011
AT3;AT33;2;ANJA;9;2011
AT3;AT33;2;AYLIN;9;2011
AT3;AT33;2;ELISABETH;9;2011
AT3;AT33;2;LANA;9;2011
AT3;AT33;2;PAULINA;9;2011
AT3;AT33;2;VIKTORIA;9;2011
AT3;AT33;2;CHRISTINA;8;2011
AT3;AT33;2;ELA;8;2011
AT3;AT33;2;ELINA;8;2011
AT3;AT33;2;MADELEINE;8;2011
AT3;AT33;2;MAJA;8;2011
AT3;AT33;2;ROSA;8;2011
AT3;AT33;2;AMY;7;2011
AT3;AT33;2;AZRA;7;2011
AT3;AT33;2;ELIF;7;2011
AT3;AT33;2;FABIENNE;7;2011
AT3;AT33;2;MICHELLE;7;2011
AT3;AT33;2;NATALIE;7;2011
AT3;AT33;2;NISA;7;2011
AT3;AT33;2;ANNABELL;6;2011
AT3;AT33;2;CELINE;6;2011
AT3;AT33;2;DIANA;6;2011
AT3;AT33;2;EMELY;6;2011
AT3;AT33;2;HEIDI;6;2011
AT3;AT33;2;LOUISA;6;2011
AT3;AT33;2;MADLEN;6;2011
AT3;AT33;2;MATILDA;6;2011
AT3;AT33;2;NADJA;6;2011
AT3;AT33;2;SONJA;6;2011
AT3;AT33;2;ZOE;6;2011
AT3;AT33;1;LUKAS;95;2010
AT3;AT33;1;DAVID;87;2010
AT3;AT33;1;MAXIMILIAN;82;2010
AT3;AT33;1;FELIX;81;2010
AT3;AT33;1;ELIAS;76;2010
AT3;AT33;1;SIMON;75;2010
AT3;AT33;1;TOBIAS;75;2010
AT3;AT33;1;JAKOB;68;2010
AT3;AT33;1;ALEXANDER;63;2010
AT3;AT33;1;RAPHAEL;63;2010
AT3;AT33;1;DANIEL;58;2010
AT3;AT33;1;JULIAN;57;2010
AT3;AT33;1;JONAS;56;2010
AT3;AT33;1;MATTHIAS;56;2010
AT3;AT33;1;PAUL;56;2010
AT3;AT33;1;NOAH;55;2010
AT3;AT33;1;MATTEO;54;2010
AT3;AT33;1;FABIAN;53;2010
AT3;AT33;1;LEON;50;2010
AT3;AT33;1;FLORIAN;48;2010
AT3;AT33;1;JOHANNES;46;2010
AT3;AT33;1;LEO;44;2010
AT3;AT33;1;MANUEL;44;2010
AT3;AT33;1;SEBASTIAN;44;2010
AT3;AT33;1;LUCA;42;2010
AT3;AT33;1;GABRIEL;40;2010
AT3;AT33;1;ANDREAS;39;2010
AT3;AT33;1;PHILIPP;37;2010
AT3;AT33;1;MORITZ;36;2010
AT3;AT33;1;SAMUEL;33;2010
AT3;AT33;1;NICO;32;2010
AT3;AT33;1;BENJAMIN;31;2010
AT3;AT33;1;DOMINIK;28;2010
AT3;AT33;1;LORENZ;28;2010
AT3;AT33;1;MICHAEL;28;2010
AT3;AT33;1;LAURIN;25;2010
AT3;AT33;1;MARCEL;25;2010
AT3;AT33;1;THOMAS;24;2010
AT3;AT33;1;MARCO;22;2010
AT3;AT33;1;CHRISTOPH;20;2010
AT3;AT33;1;MAX;20;2010
AT3;AT33;1;CHRISTIAN;18;2010
AT3;AT33;1;FABIO;18;2010
AT3;AT33;1;MARIO;18;2010
AT3;AT33;1;MARTIN;18;2010
AT3;AT33;1;NOEL;18;2010
AT3;AT33;1;KILIAN;17;2010
AT3;AT33;1;VALENTIN;16;2010
AT3;AT33;1;ADRIAN;15;2010
AT3;AT33;1;NIKLAS;15;2010
AT3;AT33;1;EMIL;13;2010
AT3;AT33;1;HANNES;13;2010
AT3;AT33;1;LUIS;13;2010
AT3;AT33;1;MARKUS;13;2010
AT3;AT33;1;PATRICK;13;2010
AT3;AT33;1;STEFAN;13;2010
AT3;AT33;1;BEN;12;2010
AT3;AT33;1;JONATHAN;12;2010
AT3;AT33;1;ALI;11;2010
AT3;AT33;1;JOSEF;11;2010
AT3;AT33;1;KEVIN;11;2010
AT3;AT33;1;OLIVER;11;2010
AT3;AT33;1;AARON;10;2010
AT3;AT33;1;JUSTIN;10;2010
AT3;AT33;1;KONSTANTIN;10;2010
AT3;AT33;1;LIAM;10;2010
AT3;AT33;1;MUHAMMED;10;2010
AT3;AT33;1;EFE;9;2010
AT3;AT33;1;GEORG;9;2010
AT3;AT33;1;LEONHARD;9;2010
AT3;AT33;1;MERT;9;2010
AT3;AT33;1;NICOLAS;9;2010
AT3;AT33;1;ANDRE;8;2010
AT3;AT33;1;ANTON;8;2010
AT3;AT33;1;CLEMENS;8;2010
AT3;AT33;1;GREGOR;8;2010
AT3;AT33;1;LEVI;8;2010
AT3;AT33;1;LIONEL;8;2010
AT3;AT33;1;MARKO;8;2010
AT3;AT33;1;SANDRO;8;2010
AT3;AT33;1;TIM;8;2010
AT3;AT33;1;CONSTANTIN;7;2010
AT3;AT33;1;EMANUEL;7;2010
AT3;AT33;1;LINUS;7;2010
AT3;AT33;1;MUSTAFA;7;2010
AT3;AT33;1;VINCENT;7;2010
AT3;AT33;1;AHMET;6;2010
AT3;AT33;1;ALEKSANDAR;6;2010
AT3;AT33;1;EYMEN;6;2010
AT3;AT33;1;FILIP;6;2010
AT3;AT33;1;FINN;6;2010
AT3;AT33;1;JOEL;6;2010
AT3;AT33;1;KENAN;6;2010
AT3;AT33;1;LENNY;6;2010
AT3;AT33;1;MARIUS;6;2010
AT3;AT33;1;PASCAL;6;2010
AT3;AT33;1;ROMAN;6;2010
AT3;AT33;1;SEVERIN;6;2010
AT3;AT33;1;THEO;6;2010
AT3;AT33;1;BENEDIKT;5;2010
AT3;AT33;2;ANNA;108;2010
AT3;AT33;2;HANNAH;86;2010
AT3;AT33;2;SARAH;85;2010
AT3;AT33;2;LENA;74;2010
AT3;AT33;2;SOPHIA;73;2010
AT3;AT33;2;JULIA;65;2010
AT3;AT33;2;MARIE;65;2010
AT3;AT33;2;EMMA;57;2010
AT3;AT33;2;LAURA;57;2010
AT3;AT33;2;MIA;48;2010
AT3;AT33;2;LEA;47;2010
AT3;AT33;2;LEONIE;47;2010
AT3;AT33;2;LARA;46;2010
AT3;AT33;2;LISA;45;2010
AT3;AT33;2;VALENTINA;43;2010
AT3;AT33;2;JOHANNA;42;2010
AT3;AT33;2;KATHARINA;41;2010
AT3;AT33;2;MAGDALENA;39;2010
AT3;AT33;2;SOPHIE;39;2010
AT3;AT33;2;THERESA;34;2010
AT3;AT33;2;ALINA;33;2010
AT3;AT33;2;EVA;33;2010
AT3;AT33;2;ELENA;32;2010
AT3;AT33;2;EMILIA;31;2010
AT3;AT33;2;NINA;30;2010
AT3;AT33;2;JANA;27;2010
AT3;AT33;2;VANESSA;24;2010
AT3;AT33;2;MARIA;23;2010
AT3;AT33;2;SELINA;23;2010
AT3;AT33;2;AMELIE;21;2010
AT3;AT33;2;EMILY;21;2010
AT3;AT33;2;ANGELINA;20;2010
AT3;AT33;2;CHRISTINA;20;2010
AT3;AT33;2;ISABELLA;20;2010
AT3;AT33;2;LILLY;20;2010
AT3;AT33;2;ANNA-LENA;19;2010
AT3;AT33;2;CHIARA;18;2010
AT3;AT33;2;MAYA;17;2010
AT3;AT33;2;CELINA;16;2010
AT3;AT33;2;LINA;16;2010
AT3;AT33;2;LINDA;16;2010
AT3;AT33;2;LORENA;16;2010
AT3;AT33;2;MELANIE;16;2010
AT3;AT33;2;PAULA;16;2010
AT3;AT33;2;JASMIN;15;2010
AT3;AT33;2;OLIVIA;15;2010
AT3;AT33;2;ANNIKA;14;2010
AT3;AT33;2;ELISA;14;2010
AT3;AT33;2;HELENA;14;2010
AT3;AT33;2;ELIF;13;2010
AT3;AT33;2;GRETA;13;2010
AT3;AT33;2;MIRIAM;13;2010
AT3;AT33;2;NORA;13;2010
AT3;AT33;2;EMELY;12;2010
AT3;AT33;2;FRANZISKA;12;2010
AT3;AT33;2;IDA;12;2010
AT3;AT33;2;PIA;12;2010
AT3;AT33;2;VICTORIA;12;2010
AT3;AT33;2;ZOE;12;2010
AT3;AT33;2;LARISSA;11;2010
AT3;AT33;2;MAJA;11;2010
AT3;AT33;2;NATALIE;11;2010
AT3;AT33;2;ANTONIA;10;2010
AT3;AT33;2;CARINA;10;2010
AT3;AT33;2;CLARA;10;2010
AT3;AT33;2;LIVIA;10;2010
AT3;AT33;2;MONA;10;2010
AT3;AT33;2;VIKTORIA;10;2010
AT3;AT33;2;ASMIN;9;2010
AT3;AT33;2;AYLIN;9;2010
AT3;AT33;2;ELINA;9;2010
AT3;AT33;2;FABIENNE;9;2010
AT3;AT33;2;MELINA;9;2010
AT3;AT33;2;ROSA;9;2010
AT3;AT33;2;ANJA;8;2010
AT3;AT33;2;LUISA;8;2010
AT3;AT33;2;MARIELLA;8;2010
AT3;AT33;2;MELISSA;8;2010
AT3;AT33;2;MICHELLE;8;2010
AT3;AT33;2;NISA;8;2010
AT3;AT33;2;SABRINA;8;2010
AT3;AT33;2;CELINE;7;2010
AT3;AT33;2;ELA;7;2010
AT3;AT33;2;KLARA;7;2010
AT3;AT33;2;MARA;7;2010
AT3;AT33;2;MATHILDA;7;2010
AT3;AT33;2;NICOLE;7;2010
AT3;AT33;2;SAMIRA;7;2010
AT3;AT33;2;SIMONE;7;2010
AT3;AT33;2;TAMARA;7;2010
AT3;AT33;2;YAGMUR;7;2010
AT3;AT33;2;ALISSA;6;2010
AT3;AT33;2;ANIKA;6;2010
AT3;AT33;2;ANNA-MARIA;6;2010
AT3;AT33;2;ECRIN;6;2010
AT3;AT33;2;ESMA;6;2010
AT3;AT33;2;NADINE;6;2010
AT3;AT33;2;SARINA;6;2010
AT3;AT33;2;STEPHANIE;6;2010
AT3;AT33;2;TUANA;6;2010
AT3;AT33;1;SIMON;98;2009
AT3;AT33;1;MAXIMILIAN;80;2009
AT3;AT33;1;TOBIAS;78;2009
AT3;AT33;1;DAVID;73;2009
AT3;AT33;1;LUKAS;73;2009
AT3;AT33;1;MATTHIAS;63;2009
AT3;AT33;1;PAUL;61;2009
AT3;AT33;1;ALEXANDER;57;2009
AT3;AT33;1;FABIAN;55;2009
AT3;AT33;1;ELIAS;53;2009
AT3;AT33;1;FLORIAN;53;2009
AT3;AT33;1;JULIAN;53;2009
AT3;AT33;1;LUCA;53;2009
AT3;AT33;1;JONAS;50;2009
AT3;AT33;1;NOAH;50;2009
AT3;AT33;1;FELIX;49;2009
AT3;AT33;1;DOMINIK;48;2009
AT3;AT33;1;JOHANNES;45;2009
AT3;AT33;1;LEON;45;2009
AT3;AT33;1;MATTEO;45;2009
AT3;AT33;1;DANIEL;44;2009
AT3;AT33;1;JAKOB;41;2009
AT3;AT33;1;GABRIEL;37;2009
AT3;AT33;1;MANUEL;37;2009
AT3;AT33;1;SEBASTIAN;36;2009
AT3;AT33;1;MORITZ;35;2009
AT3;AT33;1;SAMUEL;34;2009
AT3;AT33;1;RAPHAEL;31;2009
AT3;AT33;1;CHRISTOPH;29;2009
AT3;AT33;1;THOMAS;29;2009
AT3;AT33;1;ANDREAS;28;2009
AT3;AT33;1;LEO;28;2009
AT3;AT33;1;LORENZ;28;2009
AT3;AT33;1;MARCO;28;2009
AT3;AT33;1;MICHAEL;27;2009
AT3;AT33;1;MARCEL;25;2009
AT3;AT33;1;PHILIPP;25;2009
AT3;AT33;1;BENJAMIN;23;2009
AT3;AT33;1;NICO;23;2009
AT3;AT33;1;CLEMENS;22;2009
AT3;AT33;1;LUIS;22;2009
AT3;AT33;1;FABIO;21;2009
AT3;AT33;1;NIKLAS;21;2009
AT3;AT33;1;MARTIN;19;2009
AT3;AT33;1;VALENTIN;17;2009
AT3;AT33;1;PETER;15;2009
AT3;AT33;1;LAURIN;14;2009
AT3;AT33;1;STEFAN;14;2009
AT3;AT33;1;ADRIAN;13;2009
AT3;AT33;1;JOSEF;13;2009
AT3;AT33;1;MAX;13;2009
AT3;AT33;1;SANDRO;13;2009
AT3;AT33;1;MARKUS;12;2009
AT3;AT33;1;MARIO;11;2009
AT3;AT33;1;HANNES;10;2009
AT3;AT33;1;KEVIN;10;2009
AT3;AT33;1;KILIAN;10;2009
AT3;AT33;1;VINCENT;10;2009
AT3;AT33;1;ARDA;9;2009
AT3;AT33;1;BENEDIKT;9;2009
AT3;AT33;1;PASCAL;9;2009
AT3;AT33;1;PATRICK;9;2009
AT3;AT33;1;ALI;8;2009
AT3;AT33;1;EMRE;8;2009
AT3;AT33;1;GEORG;8;2009
AT3;AT33;1;LEONHARD;8;2009
AT3;AT33;1;NICOLAS;8;2009
AT3;AT33;1;NOEL;8;2009
AT3;AT33;1;AARON;7;2009
AT3;AT33;1;ALOIS;7;2009
AT3;AT33;1;ANTON;7;2009
AT3;AT33;1;CHRISTIAN;7;2009
AT3;AT33;1;H\DCSEYIN;7;2009
AT3;AT33;1;LAURENZ;7;2009
AT3;AT33;1;LIAM;7;2009
AT3;AT33;1;MARIAN;7;2009
AT3;AT33;1;MEHMET;7;2009
AT3;AT33;1;MUHAMMED;7;2009
AT3;AT33;1;ADAM;6;2009
AT3;AT33;1;EFE;6;2009
AT3;AT33;1;GREGOR;6;2009
AT3;AT33;1;JAMIE;6;2009
AT3;AT33;1;KAAN;6;2009
AT3;AT33;1;ANGELO;5;2009
AT3;AT33;1;ARMIN;5;2009
AT3;AT33;1;BASTIAN;5;2009
AT3;AT33;1;DENIZ;5;2009
AT3;AT33;1;EMANUEL;5;2009
AT3;AT33;1;ERIK;5;2009
AT3;AT33;1;FINN;5;2009
AT3;AT33;1;JONATHAN;5;2009
AT3;AT33;1;JUSTIN;5;2009
AT3;AT33;1;KONSTANTIN;5;2009
AT3;AT33;1;LEVI;5;2009
AT3;AT33;1;MARIUS;5;2009
AT3;AT33;1;MUSTAFA;5;2009
AT3;AT33;1;PIUS;5;2009
AT3;AT33;1;RENE;5;2009
AT3;AT33;1;TIM;5;2009
AT3;AT33;1;ALESSANDRO;4;2009
AT3;AT33;2;ANNA;103;2009
AT3;AT33;2;LENA;82;2009
AT3;AT33;2;SARAH;80;2009
AT3;AT33;2;SOPHIA;72;2009
AT3;AT33;2;LEA;68;2009
AT3;AT33;2;HANNAH;67;2009
AT3;AT33;2;LAURA;67;2009
AT3;AT33;2;LEONIE;64;2009
AT3;AT33;2;JULIA;57;2009
AT3;AT33;2;MARIE;52;2009
AT3;AT33;2;JOHANNA;48;2009
AT3;AT33;2;VALENTINA;46;2009
AT3;AT33;2;EMMA;42;2009
AT3;AT33;2;LARA;41;2009
AT3;AT33;2;MAGDALENA;41;2009
AT3;AT33;2;THERESA;37;2009
AT3;AT33;2;SOPHIE;36;2009
AT3;AT33;2;LISA;35;2009
AT3;AT33;2;ELENA;34;2009
AT3;AT33;2;KATHARINA;33;2009
AT3;AT33;2;JANA;30;2009
AT3;AT33;2;ANNA-LENA;29;2009
AT3;AT33;2;EVA;27;2009
AT3;AT33;2;NINA;27;2009
AT3;AT33;2;ALINA;26;2009
AT3;AT33;2;EMILY;26;2009
AT3;AT33;2;PAULA;26;2009
AT3;AT33;2;AMELIE;25;2009
AT3;AT33;2;MARIA;22;2009
AT3;AT33;2;FRANZISKA;21;2009
AT3;AT33;2;VANESSA;21;2009
AT3;AT33;2;LINDA;20;2009
AT3;AT33;2;LORENA;20;2009
AT3;AT33;2;SELINA;19;2009
AT3;AT33;2;CHIARA;18;2009
AT3;AT33;2;ISABELLA;18;2009
AT3;AT33;2;VIKTORIA;18;2009
AT3;AT33;2;EMILIA;17;2009
AT3;AT33;2;MIRIAM;17;2009
AT3;AT33;2;ANTONIA;16;2009
AT3;AT33;2;CHRISTINA;15;2009
AT3;AT33;2;ELISA;15;2009
AT3;AT33;2;HELENA;14;2009
AT3;AT33;2;LINA;14;2009
AT3;AT33;2;MICHELLE;14;2009
AT3;AT33;2;STELLA;14;2009
AT3;AT33;2;JASMIN;13;2009
AT3;AT33;2;LARISSA;13;2009
AT3;AT33;2;MELISSA;13;2009
AT3;AT33;2;MIA;13;2009
AT3;AT33;2;ANGELINA;12;2009
AT3;AT33;2;PIA;12;2009
AT3;AT33;2;VICTORIA;12;2009
AT3;AT33;2;ANJA;11;2009
AT3;AT33;2;LENI;11;2009
AT3;AT33;2;LILLY;11;2009
AT3;AT33;2;MONA;11;2009
AT3;AT33;2;NORA;11;2009
AT3;AT33;2;VERENA;11;2009
AT3;AT33;2;CELINA;10;2009
AT3;AT33;2;ECRIN;10;2009
AT3;AT33;2;EMELY;10;2009
AT3;AT33;2;MARINA;10;2009
AT3;AT33;2;TAMARA;10;2009
AT3;AT33;2;CARINA;9;2009
AT3;AT33;2;ELINA;9;2009
AT3;AT33;2;ELISABETH;9;2009
AT3;AT33;2;GRETA;9;2009
AT3;AT33;2;LIA;9;2009
AT3;AT33;2;MELANIE;9;2009
AT3;AT33;2;NATALIE;9;2009
AT3;AT33;2;AZRA;8;2009
AT3;AT33;2;CLARA;8;2009
AT3;AT33;2;ELLA;8;2009
AT3;AT33;2;HEIDI;8;2009
AT3;AT33;2;LIVIA;8;2009
AT3;AT33;2;MARLENE;8;2009
AT3;AT33;2;NADINE;8;2009
AT3;AT33;2;ROSA;8;2009
AT3;AT33;2;DENISE;7;2009
AT3;AT33;2;ELA;7;2009
AT3;AT33;2;MAYA;7;2009
AT3;AT33;2;MILENA;7;2009
AT3;AT33;2;SIMONE;7;2009
AT3;AT33;2;AMY;6;2009
AT3;AT33;2;ANNA-MARIA;6;2009
AT3;AT33;2;ANNIKA;6;2009
AT3;AT33;2;CLAUDIA;6;2009
AT3;AT33;2;IRIS;6;2009
AT3;AT33;2;KLARA;6;2009
AT3;AT33;2;LUISA;6;2009
AT3;AT33;2;MELINA;6;2009
AT3;AT33;2;NICOLE;6;2009
AT3;AT33;2;SAMIRA;6;2009
AT3;AT33;2;SANDRA;6;2009
AT3;AT33;2;ZOE;6;2009
AT3;AT33;2;DANIELA;5;2009
AT3;AT33;2;EILEEN;5;2009
AT3;AT33;2;FABIENNE;5;2009
AT3;AT33;2;FRIDA;5;2009
